0.0	0.005	0.0	0.0	0.0	0.0	0.035	100.0
0.01	0.005	0.0	0.02074451001982146	0.0	0.0011430206883172953	0.03499113077154657	99.90385056543671
0.02	0.005	0.0	0.04090295053893888	0.0	0.0045238267129092315	0.03498226379061352	99.8077935780111
0.03	0.005	0.0	0.060491877556806906	0.0	0.010071695616581567	0.03497339905663132	99.71182894883576
0.04	0.005	0.0	0.07952737937612488	0.0	0.017718064263112513	0.03496453656903057	99.61595658910875
0.05	0.005	0.0	0.09802508985706633	0.0	0.02739646035065778	0.03495567632724202	99.52017641011352
0.06	0.005	0.0	0.1160002011070619	0.0	0.03904243715421797	0.034946818330696586	99.42448832321881
0.07	0.005	0.0	0.13346747622727684	0.0	0.05259350856361087	0.03493796257882528	99.3288922398786
0.08	0.005	0.0	0.1504412611080126	0.0	0.06798908881718879	0.03492910907105931	99.23338807163199
0.09	0.005	0.0	0.16693549653358158	0.0	0.08517043174293651	0.034920257806829995	99.13797573010314
0.1	0.005	0.0	0.1829637292954962	0.0	0.10408057429361989	0.03491140878556881	99.04265512700115
0.11	0.005	0.0	0.1985391237719563	0.0	0.12466427930106393	0.034902562006707376	98.94742617412008
0.12	0.005	0.0	0.21367447200547315	0.0	0.14686798440472826	0.03489371746967745	98.85228878333875
0.13	0.005	0.0	0.22838220534716255	0.0	0.17063974535841306	0.03488487517391093	98.75724286662071
0.14	0.005	0.0	0.24267440307723373	0.0	0.19592919247855178	0.034876035118839875	98.66228833601417
0.15	0.005	0.0	0.2565628042205476	0.0	0.22268747338364092	0.03486719730389648	98.56742510365191
0.16	0.005	0.0	0.27005881548956084	0.0	0.2508672139978407	0.034858361728513074	98.47265308175116
0.17	0.005	0.0	0.28317352141906155	0.0	0.28042246860663184	0.034849528392122145	98.3779721826136
0.18	0.005	0.0	0.295917694101576	0.0	0.31130867393776857	0.034840697294156314	98.2833823186252
0.19	0.005	0.0	0.3083018001307072	0.0	0.3434826142844589	0.034831868434048355	98.18888340225618
0.2	0.005	0.0	0.32033601150485913	0.0	0.37690236980745345	0.03482304181123117	98.0944753460609
0.21	0.005	0.0	0.33203021272289657	0.0	0.41152728309861936	0.03481421742513782	98.00015806267785
0.22	0.005	0.0	0.34339400799379843	0.0	0.44731792330235565	0.03480539527520151	97.90593146482946
0.23	0.005	0.0	0.3544367316943615	0.0	0.48423603780101826	0.03479657536085558	97.81179546532212
0.24	0.005	0.0	0.3651674539802098	0.0	0.5222445256576376	0.034787757681533506	97.71774997704601
0.25	0.005	0.0	0.3755949877438568	0.0	0.561307403426044	0.03477894223666893	97.62379491297513
0.26	0.005	0.0	0.38572789859490647	0.0	0.6013897597716694	0.03477012902569562	97.52993018616709
0.27	0.005	0.0	0.39557450957170415	0.0	0.6424577333510806	0.03476131804804751	97.43615570976313
0.28	0.005	0.0	0.40514290742713144	0.0	0.6844784820379038	0.03475250930315864	97.342471396988
0.29	0.005	0.0	0.4144409521791469	0.0	0.7274201399672092	0.03474370279046322	97.24887716114988
0.3	0.005	0.0	0.42347628142119625	0.0	0.771251797773752	0.034734898509395595	97.15537291564029
0.31	0.005	0.0	0.43225631572972595	0.0	0.8159434760682686	0.03472609645939026	97.06195857393406
0.32	0.005	0.0	0.4407882672674301	0.0	0.8614660868692088	0.03471729663988186	96.96863404958918
0.33	0.005	0.0	0.4490791448461852	0.0	0.9077914110556844	0.03470849905030515	96.87539925624675
0.34	0.005	0.0	0.457135758083179	0.0	0.9548920781204238	0.03469970369009507	96.78225410763095
0.35	0.005	0.0	0.46496472416097673	0.0	1.0027415352972449	0.03469091055868668	96.68919851754887
0.36	0.005	0.0	0.47257247490347304	0.0	1.051314016639274	0.034682119655515174	96.59623239989048
0.37	0.005	0.0	0.47996525959705044	0.0	1.1005845298331003	0.03467333098001592	96.50335566862854
0.38	0.005	0.0	0.4871491496906661	0.0	1.1505288336201964	0.0346645445316244	96.41056823781857
0.39	0.005	0.0	0.4941300468212897	0.0	1.201123402991874	0.034655760309776254	96.31787002159867
0.4	0.005	0.0	0.5009136860286557	0.0	1.2523454151002833	0.03464697831390726	96.2252609341895
0.41	0.005	0.0	0.5075056393388825	0.0	1.3041727321424943	0.03463819854345335	96.13274088989424
0.42	0.005	0.0	0.5139113207524684	0.0	1.3565838787701363	0.03462942099785057	96.04030980309842
0.43	0.005	0.0	0.5201359932957457	0.0	1.409558011910277	0.03462064567653514	95.94796758826992
0.44	0.005	0.0	0.5261847706652207	0.0	1.4630749134213943	0.03461187257894341	95.85571415995884
0.45	0.005	0.0	0.5320626210600979	0.0	1.5171149717866206	0.03460310170451188	95.76354943279745
0.46	0.005	0.0	0.5377743724498627	0.0	1.5716591592917242	0.03459433305267717	95.67147332150009
0.47	0.005	0.0	0.5433247180469032	0.0	1.6266890087489347	0.03458556662287608	95.5794857408631
0.48	0.005	0.0	0.5487182176532944	0.0	1.6821866074209235	0.03457680241454552	95.48758660576478
0.49	0.005	0.0	0.5539593012293018	0.0	1.738134580040418	0.034568040427122554	95.39577583116521
